,SITE,B/L Number,B/L Weight (LB),Freight Amount ($),Truck Appt. Time,State,Ship to City,Ship to Customer,Order Number,Order Item,CSR,Freight Term,Unshipped Weight (Lb),Product Code,Pick Weight (Lb),Number of Pallet,Pickup By,Carrier ID,Arrange By,Unit Freight (cent/Lb),Waybill Number,Sales Code,Transportation Code,Transaction Type,Product Group,report_run,report_hour,report_date,Truck Appointment Date,PickUp Date,Require Date,Schedule Date,Change Date,file_name,index,City,Latitude,Longitude
538,AMJK,W42A195,38927.0,2106.8,09:45:00,GA,CALHOUN,WESTERN PLASTICS,W42A298,6.0,MN,P,5192.0,EHB0802955500W051-20,5190.0,5,IPHQMK37,DRAKE-AM,AMJKOP3Z,5.41,IV2X515,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-15,2024-03-17,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
539,AMJK,W42A195,38927.0,2106.8,09:45:00,GA,CALHOUN,WESTERN PLASTICS,W42A360,2.0,MN,P,14515.2,HCB0701801500W051-32,968.0,1,IPHQMK37,DRAKE-AM,AMJKOP3Z,5.41,IV2X515,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-15,2024-03-15,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
540,AMJK,W42A195,38927.0,2106.8,09:45:00,GA,CALHOUN,WESTERN PLASTICS,W42A555,3.0,MN,P,14515.2,HCB0701801500W051-32,1936.0,2,IPHQMK37,DRAKE-AM,AMJKOP3Z,5.41,IV2X515,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-08,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
541,AMJK,W42A195,38927.0,2106.8,09:45:00,GA,CALHOUN,WESTERN PLASTICS,W42A577,3.0,MN,P,9499.0,EHB1152953500W051-20,8550.0,9,IPHQMK37,DRAKE-AM,AMJKOP3Z,5.41,IV2X515,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-12,2024-03-12,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
542,AMJK,W42A233,17805.0,625.0,10:00:00,TX,LAREDO,HESSEN FORWARDING LTD,W42A233,2.0,SV,P,5369.0,EHB0702956500N190-20EX,5370.0,5,IPAMMK0M,TRAFFIX-AM,AMJKSH14,3.51,T00537732,SWPE,T,RE,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-14,2024-03-12,2024-03-15,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
543,AMJK,W42A233,17805.0,625.0,10:00:00,TX,LAREDO,HESSEN FORWARDING LTD,W42A233,1.0,SV,P,12441.6,HTK0801801500N190-24EX,12435.0,15,IPAMMK0M,TRAFFIX-AM,AMJKSH14,3.51,T00537732,SWPE,T,RE,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-26,2024-03-12,2024-03-15,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
544,AMJK,W42A236,37284.0,1778.7,09:15:00,TN,JACKSON,KELLOGG'S/PRINGLES MANUFACTURING CO.,W42A236,1.0,JZU,P,37288.16,ELB0701976500M727-40,37284.0,26,CMHQAA6A,CAL-AM,AMJKSH14,4.77,A066903,SWJV,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-06,2024-02-29,2024-03-06,2024-03-06,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,154.0,JACKSON,35.6145169,-88.8139469
545,AMJK,W42A257,26002.0,0.0,13:00:00,OK,GUYMON,SEABOARD FOODS,W42A257,1.0,CY,F,17085.08,HLP100400450AM-64,17082.0,18,IPHQMK43,CPU,AMJKSH14,0.0,W42A257,SWPB,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-12,2024-03-05,2024-03-05,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,155.0,GUYMON,36.6828041,-101.4815493
546,AMJK,W42A257,26002.0,0.0,13:00:00,OK,GUYMON,SEABOARD FOODS,W42A257,2.0,CY,F,8920.8,EHB0632957500AM-20,8920.0,8,IPHQMK43,CPU,AMJKSH14,0.0,W42A257,SWPB,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-26,2024-03-05,2024-03-05,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,155.0,GUYMON,36.6828041,-101.4815493
547,AMJK,W42A303,2526.0,0.0,,NJ,PERTH AMBOY,LINEAGE LOCATION LLC,W42A303,1.0,JWO,P,2524.95,PSB0331501476M530-36,2526.0,6,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-22,2024-02-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
548,AMJK,W42A308,38547.0,625.0,12:45:00,TX,LAREDO,WASHINGTON FORWARDING,W42A308,2.0,SV,P,2371.96,CRV0581807100E398-40EX,2372.0,2,IPAMMK0M,DRAKE-AM,AMJKSH14,1.62,IV2X520,SWPE,T,RE,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-20,2024-03-06,2024-03-06,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
549,AMJK,W42A308,38547.0,625.0,12:45:00,TX,LAREDO,WASHINGTON FORWARDING,W42A308,1.0,SV,P,36169.2,ELB0511979000AM-40EX,36175.0,25,IPAMMK0M,DRAKE-AM,AMJKSH14,1.62,IV2X520,SWPE,T,RE,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-06,2024-03-06,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,82.0,LAREDO,27.5035613,-99.5075519
550,AMJK,W42A330,9002.0,0.0,,WI,APPLETON,ROCKET INDUSTRIAL,W42A330,3.0,CY,P,1436.16,HSB0511102000AM-80,1436.0,1,IPHQMK43,,,0.0,,SWJD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-12,2024-02-22,2024-02-23,2024-02-23,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,66.0,APPLETON,44.2619309,-88.4153847
551,AMJK,W42A330,9002.0,0.0,,WI,APPLETON,ROCKET INDUSTRIAL,W42A330,2.0,CY,P,7564.8,ELB0801975000AM-40,7566.0,6,IPHQPD12,,,0.0,,SWJD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-23,2024-02-22,2024-03-28,2024-02-23,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,66.0,APPLETON,44.2619309,-88.4153847
552,AMJK,W42A364,3368.0,0.0,,CA,LOS ANGELES,LINEAGE LOGISTICS LLC,W42A364,1.0,JWO,P,3366.6,PSB0331501476M530-36,3368.0,8,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-02-23,2024-02-23,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,160.0,LOS ANGELES,34.0549076,-118.242643
553,AMJK,W42A370,5058.0,0.0,,OH,FREMONT,GRAHAM PACKAGING,W42A370,1.0,MN,P,5055.12,AM10512957000C815-20,3372.0,4,IPHQMK37,,,0.0,,SWSP,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-26,2024-03-08,2024-03-08,2024-02-26,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,156.0,FREMONT,41.3503303,-83.1218634
554,AMJK,W42A370,5058.0,0.0,,OH,FREMONT,GRAHAM PACKAGING,W42A370,1.0,MN,P,5055.12,AM10512957000C815-20,1686.0,2,AMJKSH14,,,0.0,,SWSP,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-28,2024-03-08,2024-03-08,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,156.0,FREMONT,41.3503303,-83.1218634
555,AMJK,W42A510,31664.0,2951.16,12:45:00,CA,SAN DIEGO,JOFFROY SAN DIEGO LLC,W42A510,2.0,JWO,P,6442.8,EHB0702956500AM-20EX,6444.0,6,CMHQAA7K,GILTNER-AM,AMJKSH14,9.32,1130811,SWPB,T,RE,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-02-28,2024-03-11,2024-03-11,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,102.0,SAN DIEGO,32.715738,-117.1610838
556,AMJK,W42A510,31664.0,2951.16,12:45:00,CA,SAN DIEGO,JOFFROY SAN DIEGO LLC,W42A510,1.0,JWO,P,25216.0,ELB0801975000AM-40EX,25220.0,20,IPHQPD12,GILTNER-AM,AMJKSH14,9.32,1130811,SWPB,T,RE,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-04,2024-03-01,2024-03-11,2024-03-11,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,102.0,SAN DIEGO,32.715738,-117.1610838
557,AMJK,W42A536,7090.0,0.0,,MI,JENISON,VAN'S TAPE & PACKAGING ** AMTOPP **,W42A536,1.0,JNF,P,7092.0,EMB0501979000AM-40,7090.0,5,CMHQAA0C,,,0.0,,SWMZ,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-02-29,2024-03-04,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,157.0,JENISON,42.907248,-85.7919784
558,AMJK,W42A544,12410.0,0.0,,TX,DALLAS,A TRUCK EXPRESS/SEK ENTERPRISE,W42A544,1.0,JWO,P,12411.0,EHB0631975000S180-50,12410.0,10,CMHQAA7K,,,0.0,,SWPB,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-11,2024-03-11,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,81.0,DALLAS,32.7766642,-96.7969879
559,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W41B041,6.0,JWO,P,1241.6,EHB0631975000AM-50,1241.0,1,IPAMMK0F,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-22,2024-02-22,2024-02-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
560,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W42A548,2.0,JWO,P,9630.72,HLP115450450AM-64,9632.0,8,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-22,2024-03-13,2024-03-13,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
561,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W42A548,6.0,JWO,P,8828.16,HLP140450450AM-64,8826.0,6,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-22,2024-03-13,2024-03-13,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
562,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W41B041,2.0,JWO,P,2524.95,PSB0331501476AM-36,421.0,1,AMJKSH14,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-29,2024-02-22,2024-02-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
563,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W41B041,2.0,JWO,P,2524.95,PSB0331501476AM-36,2105.0,5,IPAMMK0F,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-29,2024-02-22,2024-02-22,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
564,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W42B118,2.0,JWO,P,949.17,HLP100400450AM-64,949.0,1,IPHQPD12,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-27,2024-03-27,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
565,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W42B118,5.0,JWO,P,1456.22,EMB04219711000AM-40,1456.0,1,IPHQPD12,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-27,2024-03-27,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
566,AMJK,W42A548,28236.0,0.0,,NJ,PATERSON,SUPPLY ONE OF NEW YORK,W42A548,4.0,JWO,P,3605.1,ELB0611975000AM-50,3606.0,3,CMHQAA7K,,,0.0,,SWLD,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-13,2024-03-13,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,118.0,PATERSON,40.9167654,-74.171811
567,AMJK,W42A579,37700.0,2051.84,10:30:00,GA,CALHOUN,WESTERN PLASTICS,W42A360,4.0,MN,P,36248.0,EPB1151974000W051-40,36250.0,25,IPHQMK37,TRAFFIX-AM,AMJKSH14,5.44,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-15,2024-03-15,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
568,AMJK,W42A579,37700.0,2051.84,10:30:00,GA,CALHOUN,WESTERN PLASTICS,W42A579,3.0,MN,P,21748.8,EPB1151974000W051-40,1450.0,1,IPHQMK37,TRAFFIX-AM,AMJKSH14,5.44,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-12,2024-03-12,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,142.0,CALHOUN,34.502587,-84.9510542
569,AMJK,W42A599,7360.0,0.0,,MI,AUBURN HILLS,SUPPLYDEN,W42A599,1.0,JNF,P,7356.8,HLP140450450S430-32,7360.0,10,CMHQAA0C,,,0.0,,SWMZ,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-23,2024-03-15,2024-03-15,2024-02-23,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,159.0,AUBURN HILLS,42.6875323,-83.2341028
570,AMJK,W42A607,5565.0,0.0,,CA,WALNUT,KELLY SPICERS,W42A607,1.0,JUS,P,5564.32,PSB0331701476AM-112P,5565.0,15,CMHQAA7T,,,0.0,,SWJV,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-04,2024-03-08,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,8.0,WALNUT,34.0202894,-117.8653386
571,AMJK,W42A607,5565.0,0.0,,CA,WALNUT,KELLY SPICERS,W42A607,1.0,JUS,P,5564.32,PSB0331701476AM-112P,5565.0,15,CMHQAA7T,,,0.0,,SWJV,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-04,2024-03-08,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,18.0,WALNUT,34.0202894,-117.8653386
572,AMJK,W42A629,5481.0,1050.09,12:00:00,UT,SALT LAKE CITY,NU PACKAGING INC.,W42A629,3.0,SV,P,4414.08,HLP140450450AM-64,4413.0,3,IPAMMK0M,SAIA-IP,AMJKSH01,19.16,107090351604,SWCK,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-20,2024-02-28,2024-03-08,2024-02-29,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,161.0,SALT LAKE CITY,40.7607793,-111.8910474
573,AMJK,W42A629,5481.0,1050.09,12:00:00,UT,SALT LAKE CITY,NU PACKAGING INC.,W42A629,2.0,SV,P,1067.8,HLP115400450AM-64,1068.0,1,AMJKSH14,SAIA-IP,AMJKSH01,19.16,107090351604,SWCK,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-28,2024-03-08,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,161.0,SALT LAKE CITY,40.7607793,-111.8910474
574,AMJK,W42A669,35482.0,4332.51,13:15:00,CA,VACAVILLE,ACORN,W42A998,1.0,EV,P,6300.0,EHR0632005000AM-50,6300.0,5,IPAMMK0F,GILTNER-AM,AMJKSH14,12.21,1131395,SWBE,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-27,2024-02-29,2024-03-01,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,171.0,VACAVILLE,38.3565773,-121.9877444
575,AMJK,W42A669,35482.0,4332.51,13:15:00,CA,STOCKTON,ASSOCIATED PACKAGING,W42B109,3.0,EV,P,2520.0,EHO0632005000AM-50,2520.0,2,IPAMMK0F,GILTNER-AM,AMJKSH14,12.21,1131395,SWBE,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-02-28,2024-03-13,2024-03-21,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,181.0,STOCKTON,37.9577016,-121.2907796
576,AMJK,W42A669,35482.0,4332.51,13:15:00,CA,STOCKTON,ASSOCIATED PACKAGING,W42B234,2.0,EV,P,6934.4,EHB0551978000AM-40,6935.0,5,IPAMMK0F,GILTNER-AM,AMJKSH14,12.21,1131395,SWBE,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-01,2024-03-13,2024-03-13,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,181.0,STOCKTON,37.9577016,-121.2907796
577,AMJK,W42A669,35482.0,4332.51,13:15:00,CA,HAYWARD,SHINE IMPEX INC,W42A669,2.0,EV,P,14745.6,HCB0801801000GN-64,14750.0,10,IPAMMK0F,GILTNER-AM,AMJKSH14,12.21,1131395,SWBE,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-02-29,2024-03-08,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,71.0,HAYWARD,37.6687665,-122.0809964
578,AMJK,W42A669,35482.0,4332.51,13:15:00,CA,STOCKTON,ASSOCIATED PACKAGING,W42B109,5.0,EV,P,3317.76,HCB0801801500AM-48,3318.0,2,IPAMMK0F,GILTNER-AM,AMJKSH14,12.21,1131395,SWBE,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-13,2024-03-21,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,181.0,STOCKTON,37.9577016,-121.2907796
579,AMJK,W42A669,35482.0,4332.51,13:15:00,CA,STOCKTON,ASSOCIATED PACKAGING,W42B109,6.0,EV,P,1658.88,HCB0801801500AM-48,1659.0,1,IPAMMK0F,GILTNER-AM,AMJKSH14,12.21,1131395,SWBE,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-13,2024-03-21,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,181.0,STOCKTON,37.9577016,-121.2907796
580,AMJK,W42A679,2482.0,0.0,,MO,KANSAS CITY,SOUTHERNCARLSON-KANSAS CITY,W42A679,1.0,CY,P,2482.2,EHB0631975000AM-50,2482.0,2,IPAMMK0F,,,0.0,,SWMN,R,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-05,2024-03-09,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,162.0,KANSAS CITY,39.0997265,-94.5785667
581,AMJK,W42A685,9555.0,0.0,,TX,EL PASO,SPECTRUM PACKAGING,W42A685,2.0,SV,P,1260.8,EPB0801975000AM-40,1261.0,1,IPAMMK0M,,,0.0,,SWCK,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-15,2024-02-23,2024-03-02,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,28.0,EL PASO,31.7618778,-106.4850217
582,AMJK,W42A685,9555.0,0.0,,TX,EL PASO,SPECTRUM PACKAGING,W42A685,3.0,SV,P,1203.84,HLP115450450AM-64,1204.0,1,IPAMMK0M,,,0.0,,SWCK,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-15,2024-02-23,2024-03-02,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,28.0,EL PASO,31.7618778,-106.4850217
583,AMJK,W42A685,9555.0,0.0,,TX,EL PASO,SPECTRUM PACKAGING,W42A685,1.0,SV,P,11347.2,EHB0601977500AM-40,7090.0,5,IPAMMK0F,,,0.0,,SWCK,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-27,2024-02-23,2024-03-02,2024-02-28,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,28.0,EL PASO,31.7618778,-106.4850217
584,AMJK,W42A690,1.51,0.0,,IL,DECATUR,NICHOLS,W42A690,1.0,JNF,P,1.51,INSERT-C,1.51,1,CMHQAA0C,,,0.0,,SWMN,E,SM,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-16,2024-02-16,2024-02-16,2024-02-16,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,163.0,DECATUR,39.8403147,-88.9548001
585,AMJK,W42A691,3.02,0.0,,IN,PLAINFIELD,NICHOLS PACKAGING,W42A691,1.0,JNF,P,3.02,INSERT-C,3.02,1,CMHQAA0C,,,0.0,,SWMN,E,SM,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-16,2024-02-16,2024-02-16,2024-02-16,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,164.0,PLAINFIELD,39.7042123,-86.3994387
586,AMJK,W42A744,28229.0,0.0,,CA,TEMECULA,WESTERN PLASTICS - (CA),W42A320,4.0,MN,P,10700.8,HLP100450450W041-64,10700.0,10,IPHQMK37,,,0.0,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-14,2024-03-14,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,125.0,TEMECULA,33.4934243,-117.1488156
587,AMJK,W42A744,28229.0,0.0,,CA,TEMECULA,WESTERN PLASTICS - (CA),W42A744,1.0,MN,P,5120.0,EHB0804005000GN-16,5120.0,5,IPHQMK37,,,0.0,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-14,2024-03-14,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,125.0,TEMECULA,33.4934243,-117.1488156
588,AMJK,W42A744,28229.0,0.0,,CA,TEMECULA,WESTERN PLASTICS - (CA),W42A744,2.0,MN,P,2823.0,EHB0637005000AM-16,2822.0,2,IPHQMK37,,,0.0,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-14,2024-03-14,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,125.0,TEMECULA,33.4934243,-117.1488156
589,AMJK,W42A744,28229.0,0.0,,CA,TEMECULA,WESTERN PLASTICS - (CA),W42B124,3.0,MN,P,5120.0,ETY0802005000AM-40,5120.0,4,IPHQMK37,,,0.0,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-21,2024-03-21,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,125.0,TEMECULA,33.4934243,-117.1488156
590,AMJK,W42A744,28229.0,0.0,,CA,TEMECULA,WESTERN PLASTICS - (CA),W42B277,1.0,MN,P,4467.96,ELB0631977500AM-40,4467.0,3,IPHQMK37,,,0.0,,8SW,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-14,2024-03-14,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,125.0,TEMECULA,33.4934243,-117.1488156
591,AMJK,W42A755,8508.0,0.0,,MI,NORTON SHORES,NICHOLS-MEIJER,W42A755,2.0,JNF,P,8510.4,ELB0901975000AM-40,8508.0,6,CMHQAA0C,,,0.0,,SWMZ,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-02-22,2024-03-11,2024-03-11,2024-02-22,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,165.0,NORTON SHORES,43.1689044,-86.2639461
592,AMJK,W42A767,2978.0,537.19,13:00:00,MO,SAINT LOUIS,DIVERSIFIED PACKAGING CORPORATION,W42A767,2.0,SV,P,2978.64,EHB0631977500AM-40,2978.0,2,IPAMMK0M,CWF-IP,AMJKOP3Z,18.04,838455715,SWMN,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,2024-03-05,2024-03-04,2024-03-01,2024-03-03,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,,,,
593,AMJK,W42A778,7446.0,0.0,,TN,PARIS,QCIS PARIS,W42A778,2.0,EV,P,7446.6,EHB0631975000AM-50,7446.0,6,IPAMMK0F,,,0.0,,SWCG,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-04,2024-03-12,2024-03-13,2024-03-04,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,127.0,PARIS,36.3020023,-88.3267107
594,AMJK,W42A783,40352.0,0.0,,KS,MCPHERSON,JOHNS MANVILLE-1001,W42A783,1.0,JZU,P,40345.6,ELB0801975000AM-40,40352.0,32,CMHQAA6A,,,0.0,,SWMR,T,RS,SW,Report run at 2024-3-4 H12M0,12,2024-03-04,,2024-03-01,2024-03-08,2024-03-08,2024-03-01,AmTopp Current Pickup Detail Report as of 2024-3-4 H12M0.xlsx,166.0,MCPHERSON,38.3708415,-97.6642087
